bandwidth,runtype,ratio,MTBF
6.0625e+12,BlockingFCFS1h,0.794714,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.805561,6.93792e+08
2.6875e+12,Coop,0.787197,6.93792e+08
6.0625e+12,Prop1h,0.797484,6.93792e+08
3.8125e+12,PropDaly,0.835742,6.93792e+08
4.9375e+12,FCFS1h,0.808687,6.93792e+08
2.6875e+12,FCFSDaly,0.788396,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.799457,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.77422,6.93792e+08
2.6875e+12,Coop,0.787496,6.93792e+08
4.9375e+12,Prop1h,0.788858,6.93792e+08
2.6875e+12,PropDaly,0.803285,6.93792e+08
3.8125e+12,FCFS1h,0.813431,6.93792e+08
2.6875e+12,FCFSDaly,0.810732,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.811803,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.811874,6.93792e+08
2.6875e+12,Coop,0.807409,6.93792e+08
6.0625e+12,Prop1h,0.781535,6.93792e+08
2.6875e+12,PropDaly,0.767548,6.93792e+08
4.9375e+12,FCFS1h,0.802684,6.93792e+08
2.6875e+12,FCFSDaly,0.792255,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.785435,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.777472,6.93792e+08
2.6875e+12,Coop,0.796049,6.93792e+08
7.1875e+12,Prop1h,0.795786,6.93792e+08
3.8125e+12,PropDaly,0.793884,6.93792e+08
6.0625e+12,FCFS1h,0.807401,6.93792e+08
3.8125e+12,FCFSDaly,0.810613,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.804753,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.800446,6.93792e+08
2.6875e+12,Coop,0.780428,6.93792e+08
7.1875e+12,Prop1h,0.804617,6.93792e+08
4.9375e+12,PropDaly,0.807904,6.93792e+08
6.0625e+12,FCFS1h,0.817464,6.93792e+08
3.8125e+12,FCFSDaly,0.819654,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.803021,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.799001,6.93792e+08
3.8125e+12,Coop,0.794394,6.93792e+08
7.1875e+12,Prop1h,0.826556,6.93792e+08
4.9375e+12,PropDaly,0.793847,6.93792e+08
6.0625e+12,FCFS1h,0.802405,6.93792e+08
2.6875e+12,FCFSDaly,0.760485,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.832162,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.784532,6.93792e+08
2.6875e+12,Coop,0.763668,6.93792e+08
9.4375e+12,Prop1h,0.815732,6.93792e+08
4.9375e+12,PropDaly,0.799158,6.93792e+08
6.0625e+12,FCFS1h,0.783623,6.93792e+08
4.9375e+12,FCFSDaly,0.821511,6.93792e+08
1.07031e+13,BlockingFCFS1h,0.816634,6.93792e+08
4.9375e+12,BlockingFCFSDaly,0.798992,6.93792e+08
4.9375e+12,Coop,0.815466,6.93792e+08
6.0625e+12,Prop1h,0.78451,6.93792e+08
3.8125e+12,PropDaly,0.814215,6.93792e+08
4.9375e+12,FCFS1h,0.803699,6.93792e+08
2.6875e+12,FCFSDaly,0.790468,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.789765,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.784972,6.93792e+08
2.6875e+12,Coop,0.791119,6.93792e+08
6.0625e+12,Prop1h,0.806239,6.93792e+08
3.8125e+12,PropDaly,0.814548,6.93792e+08
4.9375e+12,FCFS1h,0.812595,6.93792e+08
2.6875e+12,FCFSDaly,0.789945,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.810873,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.774094,6.93792e+08
2.6875e+12,Coop,0.803354,6.93792e+08
7.1875e+12,Prop1h,0.810484,6.93792e+08
2.6875e+12,PropDaly,0.766567,6.93792e+08
4.9375e+12,FCFS1h,0.802982,6.93792e+08
2.6875e+12,FCFSDaly,0.786037,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.80372,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.809482,6.93792e+08
2.6875e+12,Coop,0.797551,6.93792e+08
7.1875e+12,Prop1h,0.804721,6.93792e+08
3.8125e+12,PropDaly,0.815842,6.93792e+08
6.0625e+12,FCFS1h,0.813416,6.93792e+08
2.6875e+12,FCFSDaly,0.79188,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.784001,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.769841,6.93792e+08
2.6875e+12,Coop,0.792172,6.93792e+08
7.1875e+12,Prop1h,0.811714,6.93792e+08
3.8125e+12,PropDaly,0.788888,6.93792e+08
6.0625e+12,FCFS1h,0.800617,6.93792e+08
2.6875e+12,FCFSDaly,0.791653,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.799411,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.80514,6.93792e+08
3.8125e+12,Coop,0.821613,6.93792e+08
7.1875e+12,Prop1h,0.801544,6.93792e+08
3.8125e+12,PropDaly,0.788772,6.93792e+08
6.0625e+12,FCFS1h,0.810317,6.93792e+08
3.8125e+12,FCFSDaly,0.807573,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.806353,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.795009,6.93792e+08
3.8125e+12,Coop,0.809703,6.93792e+08
7.1875e+12,Prop1h,0.817488,6.93792e+08
2.6875e+12,PropDaly,0.820498,6.93792e+08
3.8125e+12,FCFS1h,0.788432,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.791173,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.837035,6.93792e+08
2.6875e+12,Coop,0.815984,6.93792e+08
1.07031e+13,Prop1h,0.800979,6.93792e+08
6.0625e+12,PropDaly,0.791899,6.93792e+08
4.9375e+12,FCFS1h,0.783318,6.93792e+08
6.0625e+12,FCFSDaly,0.801173,6.93792e+08
9.4375e+12,BlockingFCFS1h,0.823584,6.93792e+08
6.0625e+12,BlockingFCFSDaly,0.833485,6.93792e+08
4.9375e+12,Coop,0.777388,6.93792e+08
7.1875e+12,Prop1h,0.821569,6.93792e+08
2.6875e+12,PropDaly,0.776686,6.93792e+08
4.9375e+12,FCFS1h,0.797138,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.788267,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.805143,6.93792e+08
2.6875e+12,Coop,0.779441,6.93792e+08
6.0625e+12,Prop1h,0.806831,6.93792e+08
2.6875e+12,PropDaly,0.797414,6.93792e+08
3.8125e+12,FCFS1h,0.79175,6.93792e+08
2.6875e+12,FCFSDaly,0.807013,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.805411,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.800692,6.93792e+08
2.6875e+12,Coop,0.810896,6.93792e+08
7.1875e+12,Prop1h,0.810843,6.93792e+08
3.8125e+12,PropDaly,0.805928,6.93792e+08
4.9375e+12,FCFS1h,0.802396,6.93792e+08
2.6875e+12,FCFSDaly,0.7914,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.800334,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.788147,6.93792e+08
2.6875e+12,Coop,0.797489,6.93792e+08
8.3125e+12,Prop1h,0.794265,6.93792e+08
4.9375e+12,PropDaly,0.786307,6.93792e+08
6.0625e+12,FCFS1h,0.788844,6.93792e+08
3.8125e+12,FCFSDaly,0.775972,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.783621,6.93792e+08
4.9375e+12,BlockingFCFSDaly,0.790576,6.93792e+08
4.9375e+12,Coop,0.82342,6.93792e+08
7.1875e+12,Prop1h,0.79433,6.93792e+08
4.9375e+12,PropDaly,0.808688,6.93792e+08
6.0625e+12,FCFS1h,0.805021,6.93792e+08
3.8125e+12,FCFSDaly,0.809997,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.802517,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.79481,6.93792e+08
3.8125e+12,Coop,0.811248,6.93792e+08
4.9375e+12,Prop1h,0.798631,6.93792e+08
2.6875e+12,PropDaly,0.79748,6.93792e+08
3.8125e+12,FCFS1h,0.800859,6.93792e+08
1.5625e+12,FCFSDaly,0.772735,6.93792e+08
3.8125e+12,BlockingFCFS1h,0.792926,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.818515,6.93792e+08
1.5625e+12,Coop,0.766229,6.93792e+08
6.0625e+12,Prop1h,0.796171,6.93792e+08
3.8125e+12,PropDaly,0.817631,6.93792e+08
4.9375e+12,FCFS1h,0.809409,6.93792e+08
2.6875e+12,FCFSDaly,0.80199,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.819711,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.784749,6.93792e+08
2.6875e+12,Coop,0.802807,6.93792e+08
7.1875e+12,Prop1h,0.803635,6.93792e+08
3.8125e+12,PropDaly,0.80021,6.93792e+08
4.9375e+12,FCFS1h,0.799563,6.93792e+08
2.6875e+12,FCFSDaly,0.796228,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.792507,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.810594,6.93792e+08
2.6875e+12,Coop,0.797977,6.93792e+08
4.9375e+12,Prop1h,0.781814,6.93792e+08
2.6875e+12,PropDaly,0.808184,6.93792e+08
3.8125e+12,FCFS1h,0.804671,6.93792e+08
1.5625e+12,FCFSDaly,0.773761,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.779508,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.812965,6.93792e+08
2.6875e+12,Coop,0.830851,6.93792e+08
4.9375e+12,Prop1h,0.779573,6.93792e+08
2.6875e+12,PropDaly,0.795136,6.93792e+08
3.8125e+12,FCFS1h,0.790871,6.93792e+08
1.5625e+12,FCFSDaly,0.80321,6.93792e+08
7.1875e+12,Prop1h,0.791685,6.93792e+08
3.8125e+12,PropDaly,0.78755,6.93792e+08
4.9375e+12,Prop1h,0.769042,6.93792e+08
2.6875e+12,PropDaly,0.7946,6.93792e+08
4.9375e+12,Prop1h,0.783604,6.93792e+08
2.6875e+12,PropDaly,0.790115,6.93792e+08
4.9375e+12,Prop1h,0.781136,6.93792e+08
2.6875e+12,PropDaly,0.784817,6.93792e+08
7.1875e+12,Prop1h,0.798602,6.93792e+08
3.8125e+12,PropDaly,0.788726,6.93792e+08
4.9375e+12,FCFS1h,0.790146,6.93792e+08
6.0625e+12,Prop1h,0.785456,6.93792e+08
3.8125e+12,PropDaly,0.809171,6.93792e+08
4.9375e+12,FCFS1h,0.802123,6.93792e+08
7.1875e+12,Prop1h,0.808477,6.93792e+08
2.6875e+12,PropDaly,0.794009,6.93792e+08
4.9375e+12,FCFS1h,0.802383,6.93792e+08
6.0625e+12,Prop1h,0.799315,6.93792e+08
3.8125e+12,PropDaly,0.81209,6.93792e+08
4.9375e+12,FCFS1h,0.814014,6.93792e+08
6.0625e+12,Prop1h,0.796626,6.93792e+08
3.8125e+12,PropDaly,0.817988,6.93792e+08
4.9375e+12,FCFS1h,0.807945,6.93792e+08
6.0625e+12,Prop1h,0.783731,6.93792e+08
3.8125e+12,PropDaly,0.800149,6.93792e+08
4.9375e+12,FCFS1h,0.807886,6.93792e+08
7.1875e+12,Prop1h,0.76098,6.93792e+08
3.8125e+12,PropDaly,0.774097,6.93792e+08
6.0625e+12,Prop1h,0.790581,6.93792e+08
3.8125e+12,PropDaly,0.817057,6.93792e+08
4.9375e+12,FCFS1h,0.802946,6.93792e+08
6.0625e+12,Prop1h,0.809673,6.93792e+08
3.8125e+12,PropDaly,0.815839,6.93792e+08
4.9375e+12,FCFS1h,0.798443,6.93792e+08
7.1875e+12,Prop1h,0.812635,6.93792e+08
3.8125e+12,PropDaly,0.814427,6.93792e+08
4.9375e+12,FCFS1h,0.798494,6.93792e+08
4.9375e+12,Prop1h,0.787676,6.93792e+08
3.8125e+12,PropDaly,0.828973,6.93792e+08
6.0625e+12,Prop1h,0.800378,6.93792e+08
3.8125e+12,PropDaly,0.822663,6.93792e+08
3.8125e+12,FCFS1h,0.778811,6.93792e+08
6.0625e+12,Prop1h,0.786277,6.93792e+08
3.8125e+12,PropDaly,0.81015,6.93792e+08
4.9375e+12,FCFS1h,0.804887,6.93792e+08
6.0625e+12,Prop1h,0.791619,6.93792e+08
2.6875e+12,PropDaly,0.787058,6.93792e+08
4.9375e+12,FCFS1h,0.815142,6.93792e+08
6.0625e+12,Prop1h,0.75924,6.93792e+08
4.9375e+12,PropDaly,0.831116,6.93792e+08
6.0625e+12,FCFS1h,0.813937,6.93792e+08
7.1875e+12,Prop1h,0.821507,6.93792e+08
4.9375e+12,PropDaly,0.804021,6.93792e+08
8.3125e+12,Prop1h,0.802702,6.93792e+08
4.9375e+12,PropDaly,0.808569,6.93792e+08
6.0625e+12,FCFS1h,0.801049,6.93792e+08
7.1875e+12,Prop1h,0.807489,6.93792e+08
3.8125e+12,PropDaly,0.782966,6.93792e+08
4.9375e+12,Prop1h,0.778644,6.93792e+08
2.6875e+12,PropDaly,0.800067,6.93792e+08
7.1875e+12,Prop1h,0.804405,6.93792e+08
3.8125e+12,PropDaly,0.804006,6.93792e+08
8.3125e+12,Prop1h,0.782301,6.93792e+08
7.1875e+12,Prop1h,0.789631,6.93792e+08
4.9375e+12,PropDaly,0.787988,6.93792e+08
7.1875e+12,Prop1h,0.815722,6.93792e+08
7.1875e+12,Prop1h,0.798029,6.93792e+08
3.8125e+12,PropDaly,0.791063,6.93792e+08
7.1875e+12,Prop1h,0.791452,6.93792e+08
3.8125e+12,PropDaly,0.789453,6.93792e+08
7.1875e+12,FCFS1h,0.842708,6.93792e+08
4.9375e+12,Prop1h,0.801593,6.93792e+08
2.6875e+12,PropDaly,0.818641,6.93792e+08
3.8125e+12,FCFS1h,0.820998,6.93792e+08
6.0625e+12,Prop1h,0.767638,6.93792e+08
3.8125e+12,PropDaly,0.789138,6.93792e+08
6.0625e+12,FCFS1h,0.814771,6.93792e+08
6.0625e+12,Prop1h,0.791713,6.93792e+08
2.6875e+12,PropDaly,0.782816,6.93792e+08
3.8125e+12,FCFS1h,0.791628,6.93792e+08
9.4375e+12,Prop1h,0.802331,6.93792e+08
6.0625e+12,PropDaly,0.798084,6.93792e+08
7.1875e+12,Prop1h,0.802732,6.93792e+08
3.8125e+12,PropDaly,0.783824,6.93792e+08
8.3125e+12,Prop1h,0.797555,6.93792e+08
4.9375e+12,PropDaly,0.795998,6.93792e+08
7.1875e+12,FCFS1h,0.81122,6.93792e+08
8.3125e+12,Prop1h,0.839421,6.93792e+08
3.8125e+12,PropDaly,0.792785,6.93792e+08
9.4375e+12,Prop1h,0.831749,6.93792e+08
3.8125e+12,PropDaly,0.790982,6.93792e+08
3.8125e+12,Prop1h,0.766226,6.93792e+08
1.5625e+12,PropDaly,0.760448,6.93792e+08
4.9375e+12,Prop1h,0.778428,6.93792e+08
2.6875e+12,PropDaly,0.792057,6.93792e+08
6.0625e+12,Prop1h,0.784213,6.93792e+08
3.8125e+12,PropDaly,0.807405,6.93792e+08
4.9375e+12,FCFS1h,0.790565,6.93792e+08
6.0625e+12,Prop1h,0.788989,6.93792e+08
2.6875e+12,PropDaly,0.762254,6.93792e+08
7.1875e+12,Prop1h,0.808721,6.93792e+08
3.8125e+12,PropDaly,0.806882,6.93792e+08
4.9375e+12,FCFS1h,0.803655,6.93792e+08
6.0625e+12,Prop1h,0.805665,6.93792e+08
2.6875e+12,PropDaly,0.794319,6.93792e+08
4.9375e+12,FCFS1h,0.818622,6.93792e+08
8.3125e+12,Prop1h,0.797594,6.93792e+08
4.9375e+12,PropDaly,0.795317,6.93792e+08
6.0625e+12,FCFS1h,0.796134,6.93792e+08
7.1875e+12,Prop1h,0.799697,6.93792e+08
3.8125e+12,PropDaly,0.799138,6.93792e+08
4.9375e+12,FCFS1h,0.766221,6.93792e+08
6.0625e+12,Prop1h,0.807832,6.93792e+08
2.6875e+12,PropDaly,0.775416,6.93792e+08
8.3125e+12,Prop1h,0.81618,6.93792e+08
4.9375e+12,PropDaly,0.812024,6.93792e+08
6.0625e+12,FCFS1h,0.806296,6.93792e+08
6.0625e+12,Prop1h,0.803745,6.93792e+08
2.6875e+12,PropDaly,0.780052,6.93792e+08
3.8125e+12,FCFS1h,0.790716,6.93792e+08
3.8125e+12,Prop1h,0.814314,6.93792e+08
1.5625e+12,PropDaly,0.778551,6.93792e+08
3.8125e+12,Prop1h,0.76757,6.93792e+08
2.6875e+12,PropDaly,0.804721,6.93792e+08
3.8125e+12,FCFS1h,0.805261,6.93792e+08
4.9375e+12,Prop1h,0.769506,6.93792e+08
2.6875e+12,PropDaly,0.794686,6.93792e+08
9.4375e+12,Prop1h,0.802727,6.93792e+08
6.0625e+12,PropDaly,0.813752,6.93792e+08
6.0625e+12,Prop1h,0.796818,6.93792e+08
2.6875e+12,PropDaly,0.791911,6.93792e+08
4.9375e+12,FCFS1h,0.807761,6.93792e+08
2.6875e+12,FCFSDaly,0.80039,6.93792e+08
8.3125e+12,Prop1h,0.810493,6.93792e+08
4.9375e+12,PropDaly,0.809457,6.93792e+08
6.0625e+12,FCFS1h,0.798199,6.93792e+08
3.8125e+12,FCFSDaly,0.802472,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.800165,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.789933,6.93792e+08
6.0625e+12,Prop1h,0.815577,6.93792e+08
2.6875e+12,PropDaly,0.779471,6.93792e+08
3.8125e+12,FCFS1h,0.803435,6.93792e+08
2.6875e+12,FCFSDaly,0.80388,6.93792e+08
3.8125e+12,BlockingFCFS1h,0.783809,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.81538,6.93792e+08
2.6875e+12,Coop,0.802641,6.93792e+08
4.9375e+12,Prop1h,0.816488,6.93792e+08
2.6875e+12,PropDaly,0.787971,6.93792e+08
3.8125e+12,FCFS1h,0.797441,6.93792e+08
2.6875e+12,FCFSDaly,0.816131,6.93792e+08
3.8125e+12,BlockingFCFS1h,0.764383,6.93792e+08
6.0625e+12,Prop1h,0.789705,6.93792e+08
3.8125e+12,PropDaly,0.814441,6.93792e+08
4.9375e+12,FCFS1h,0.807159,6.93792e+08
2.6875e+12,FCFSDaly,0.795675,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.787821,6.93792e+08
7.1875e+12,Prop1h,0.788588,6.93792e+08
4.9375e+12,PropDaly,0.802883,6.93792e+08
6.0625e+12,FCFS1h,0.782339,6.93792e+08
4.9375e+12,FCFSDaly,0.799281,6.93792e+08
8.3125e+12,BlockingFCFS1h,0.811446,6.93792e+08
8.3125e+12,Prop1h,0.80158,6.93792e+08
3.8125e+12,PropDaly,0.796054,6.93792e+08
6.0625e+12,FCFS1h,0.80853,6.93792e+08
3.8125e+12,FCFSDaly,0.799155,6.93792e+08
8.3125e+12,BlockingFCFS1h,0.788411,6.93792e+08
4.9375e+12,BlockingFCFSDaly,0.822828,6.93792e+08
3.8125e+12,Coop,0.799506,6.93792e+08
6.0625e+12,Prop1h,0.794923,6.93792e+08
3.8125e+12,PropDaly,0.812229,6.93792e+08
4.9375e+12,FCFS1h,0.825241,6.93792e+08
2.6875e+12,FCFSDaly,0.792376,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.804626,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.814046,6.93792e+08
1.5625e+12,Coop,0.757068,6.93792e+08
7.1875e+12,Prop1h,0.811837,6.93792e+08
3.8125e+12,PropDaly,0.787406,6.93792e+08
4.9375e+12,FCFS1h,0.797804,6.93792e+08
3.8125e+12,FCFSDaly,0.805267,6.93792e+08
6.0625e+12,Prop1h,0.800183,6.93792e+08
3.8125e+12,PropDaly,0.823978,6.93792e+08
3.8125e+12,FCFS1h,0.780674,6.93792e+08
2.6875e+12,FCFSDaly,0.807489,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.803389,6.93792e+08
6.0625e+12,Prop1h,0.799193,6.93792e+08
3.8125e+12,PropDaly,0.807988,6.93792e+08
4.9375e+12,FCFS1h,0.808379,6.93792e+08
2.6875e+12,FCFSDaly,0.786774,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.8116,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.816081,6.93792e+08
2.6875e+12,Coop,0.79611,6.93792e+08
6.0625e+12,Prop1h,0.815018,6.93792e+08
2.6875e+12,PropDaly,0.792962,6.93792e+08
3.8125e+12,FCFS1h,0.795509,6.93792e+08
2.6875e+12,FCFSDaly,0.807705,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.791186,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.794973,6.93792e+08
2.6875e+12,Coop,0.809729,6.93792e+08
6.0625e+12,Prop1h,0.802578,6.93792e+08
2.6875e+12,PropDaly,0.782459,6.93792e+08
3.8125e+12,FCFS1h,0.79079,6.93792e+08
1.5625e+12,FCFSDaly,0.779506,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.813325,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.790539,6.93792e+08
1.5625e+12,Coop,0.785022,6.93792e+08
7.1875e+12,Prop1h,0.812964,6.93792e+08
6.0625e+12,FCFS1h,0.806566,6.93792e+08
2.6875e+12,FCFSDaly,0.800952,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.811004,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.777901,6.93792e+08
2.6875e+12,Coop,0.76007,6.93792e+08
8.3125e+12,Prop1h,0.805244,6.93792e+08
4.9375e+12,PropDaly,0.80641,6.93792e+08
6.0625e+12,FCFS1h,0.792308,6.93792e+08
3.8125e+12,FCFSDaly,0.794256,6.93792e+08
8.3125e+12,BlockingFCFS1h,0.797525,6.93792e+08
4.9375e+12,BlockingFCFSDaly,0.812818,6.93792e+08
3.8125e+12,Coop,0.794735,6.93792e+08
7.1875e+12,Prop1h,0.807004,6.93792e+08
2.6875e+12,PropDaly,0.768123,6.93792e+08
4.9375e+12,FCFS1h,0.803428,6.93792e+08
2.6875e+12,FCFSDaly,0.789708,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.830322,6.93792e+08
2.6875e+12,Coop,0.796734,6.93792e+08
6.0625e+12,Prop1h,0.808043,6.93792e+08
2.6875e+12,PropDaly,0.785484,6.93792e+08
2.6875e+12,FCFS1h,0.75788,6.93792e+08
2.6875e+12,FCFSDaly,0.797499,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.812026,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.784678,6.93792e+08
1.5625e+12,Coop,0.784035,6.93792e+08
6.0625e+12,Prop1h,0.808264,6.93792e+08
2.6875e+12,PropDaly,0.795207,6.93792e+08
3.8125e+12,FCFS1h,0.810929,6.93792e+08
2.6875e+12,FCFSDaly,0.820292,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.798493,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.805467,6.93792e+08
1.5625e+12,Coop,0.754675,6.93792e+08
6.0625e+12,Prop1h,0.791738,6.93792e+08
3.8125e+12,PropDaly,0.806454,6.93792e+08
4.9375e+12,FCFS1h,0.808317,6.93792e+08
2.6875e+12,FCFSDaly,0.79421,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.80111,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.818024,6.93792e+08
2.6875e+12,Coop,0.79502,6.93792e+08
4.9375e+12,Prop1h,0.788871,6.93792e+08
2.6875e+12,PropDaly,0.785528,6.93792e+08
3.8125e+12,FCFS1h,0.814017,6.93792e+08
2.6875e+12,FCFSDaly,0.800934,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.792084,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.794638,6.93792e+08
2.6875e+12,Coop,0.802318,6.93792e+08
6.0625e+12,Prop1h,0.813612,6.93792e+08
3.8125e+12,PropDaly,0.812374,6.93792e+08
3.8125e+12,FCFS1h,0.788812,6.93792e+08
2.6875e+12,FCFSDaly,0.804226,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.801871,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.792674,6.93792e+08
2.6875e+12,Coop,0.808587,6.93792e+08
7.1875e+12,Prop1h,0.787467,6.93792e+08
4.9375e+12,PropDaly,0.83559,6.93792e+08
6.0625e+12,FCFS1h,0.80203,6.93792e+08
3.8125e+12,FCFSDaly,0.815589,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.798527,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.783144,6.93792e+08
3.8125e+12,Coop,0.790789,6.93792e+08
7.1875e+12,Prop1h,0.806181,6.93792e+08
3.8125e+12,PropDaly,0.795314,6.93792e+08
4.9375e+12,FCFS1h,0.78825,6.93792e+08
3.8125e+12,FCFSDaly,0.807566,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.808692,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.795687,6.93792e+08
3.8125e+12,Coop,0.812562,6.93792e+08
7.1875e+12,Prop1h,0.805093,6.93792e+08
3.8125e+12,PropDaly,0.820496,6.93792e+08
4.9375e+12,FCFS1h,0.834014,6.93792e+08
2.6875e+12,FCFSDaly,0.796247,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.807521,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.821702,6.93792e+08
2.6875e+12,Coop,0.7929,6.93792e+08
7.1875e+12,Prop1h,0.795287,6.93792e+08
4.9375e+12,PropDaly,0.813695,6.93792e+08
4.9375e+12,FCFS1h,0.782454,6.93792e+08
3.8125e+12,FCFSDaly,0.803197,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.795397,6.93792e+08
4.9375e+12,BlockingFCFSDaly,0.82744,6.93792e+08
3.8125e+12,Coop,0.796354,6.93792e+08
4.9375e+12,Prop1h,0.798083,6.93792e+08
2.6875e+12,PropDaly,0.80968,6.93792e+08
3.8125e+12,FCFS1h,0.81423,6.93792e+08
1.5625e+12,FCFSDaly,0.777064,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.803703,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.817679,6.93792e+08
1.5625e+12,Coop,0.765865,6.93792e+08
6.0625e+12,Prop1h,0.778029,6.93792e+08
3.8125e+12,PropDaly,0.802442,6.93792e+08
4.9375e+12,FCFS1h,0.793134,6.93792e+08
3.8125e+12,FCFSDaly,0.828545,6.93792e+08
7.1875e+12,BlockingFCFS1h,0.804716,6.93792e+08
3.8125e+12,BlockingFCFSDaly,0.817126,6.93792e+08
3.8125e+12,Coop,0.821244,6.93792e+08
6.0625e+12,Prop1h,0.803196,6.93792e+08
2.6875e+12,PropDaly,0.800073,6.93792e+08
4.9375e+12,FCFS1h,0.810322,6.93792e+08
1.5625e+12,FCFSDaly,0.76916,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.805792,6.93792e+08
1.5625e+12,Coop,0.754086,6.93792e+08
6.0625e+12,Prop1h,0.821223,6.93792e+08
2.6875e+12,PropDaly,0.798486,6.93792e+08
3.8125e+12,FCFS1h,0.808455,6.93792e+08
2.6875e+12,FCFSDaly,0.81414,6.93792e+08
6.0625e+12,BlockingFCFS1h,0.800932,6.93792e+08
2.6875e+12,BlockingFCFSDaly,0.807883,6.93792e+08
2.6875e+12,Coop,0.811378,6.93792e+08
4.9375e+12,Prop1h,0.792554,6.93792e+08
2.6875e+12,PropDaly,0.810298,6.93792e+08
4.9375e+12,FCFS1h,0.80495,6.93792e+08
1.5625e+12,FCFSDaly,0.808398,6.93792e+08
4.9375e+12,BlockingFCFS1h,0.796165,6.93792e+08
1.5625e+12,BlockingFCFSDaly,0.797719,6.93792e+08
3.8125e+12,Coop,0.825898,6.93792e+08
